2024-08-16 00:05:38.553 [http-nio-8990-exec-2] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 您不是本项目的成员] -- 
2024-08-16 23:04:12.817 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 23:04:12.821 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-16 23:04:13.221 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.541 seconds (JVM running for 2670.825) -- 
2024-08-16 23:04:13.232 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-16 23:06:19.010 [Thread-28] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 23:06:19.020 [Thread-28] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-7 - Shutdown initiated... -- 
2024-08-16 23:06:19.055 [Thread-28] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-7 - Shutdown completed. -- 
2024-08-16 23:06:19.844 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 58828 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-16 23:06:19.847 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-16 23:06:20.172 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-16 23:06:20.223 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 48 ms. Found 17 JPA repository interfaces. -- 
2024-08-16 23:06:20.391 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-16 23:06:20.395 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 23:06:20.395 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-16 23:06:20.396 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-16 23:06:20.403 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-16 23:06:20.403 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 540 ms -- 
2024-08-16 23:06:20.450 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-8 - Starting... -- 
2024-08-16 23:06:20.534 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-8 - Start completed. -- 
2024-08-16 23:06:20.937 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 23:06:21.537 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@62bac815 -- 
2024-08-16 23:06:21.569 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-16 23:06:21.658 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-16 23:06:21.674 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-16 23:06:21.688 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 86191bb7-268a-487b-8236-46ec29666bb4
 -- 
2024-08-16 23:06:21.695 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6484c302, org.springframework.security.web.context.SecurityContextPersistenceFilter@32dff9c1, org.springframework.security.web.header.HeaderWriterFilter@58601792, org.springframework.web.filter.CorsFilter@318b1864, org.springframework.security.web.authentication.logout.LogoutFilter@5158883a, com.freebe.code.web.filter.JWTAuthenticationFilter@7840c141, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3d694e7b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@656d12c3, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7569e26c, org.springframework.security.web.session.SessionManagementFilter@3af86d11, org.springframework.security.web.access.ExceptionTranslationFilter@7dbe40e9, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@da88559] -- 
2024-08-16 23:06:21.710 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 23:06:21.712 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-16 23:06:22.164 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.658 seconds (JVM running for 2799.766) -- 
2024-08-16 23:06:22.173 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-16 23:07:51.440 [http-nio-8990-exec-2] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-16 23:07:51.447 [http-nio-8990-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-16 23:07:51.454 [http-nio-8990-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 5 ms -- 
2024-08-16 23:08:58.111 [http-nio-8990-exec-1] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 交易已审核，不可重复操作] -- 
2024-08-16 23:16:10.417 [Thread-32] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 23:16:10.423 [Thread-32] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-8 - Shutdown initiated... -- 
2024-08-16 23:16:10.455 [Thread-32] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-8 - Shutdown completed. -- 
2024-08-16 23:16:11.268 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 58828 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-16 23:16:11.272 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-16 23:16:11.602 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-16 23:16:11.656 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 51 ms. Found 17 JPA repository interfaces. -- 
2024-08-16 23:16:11.877 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-16 23:16:11.880 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 23:16:11.881 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-16 23:16:11.881 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-16 23:16:11.891 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-16 23:16:11.891 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 604 ms -- 
2024-08-16 23:16:11.936 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-9 - Starting... -- 
2024-08-16 23:16:12.027 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-9 - Start completed. -- 
2024-08-16 23:16:12.369 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 23:16:13.014 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@57ab5d05 -- 
2024-08-16 23:16:13.044 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-16 23:16:13.143 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-16 23:16:13.161 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-16 23:16:13.173 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 860807fe-17f9-4859-a7c9-c1e91ecc9e7b
 -- 
2024-08-16 23:16:13.180 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5b484c4c, org.springframework.security.web.context.SecurityContextPersistenceFilter@45301cdb, org.springframework.security.web.header.HeaderWriterFilter@613ba524, org.springframework.web.filter.CorsFilter@399c6551, org.springframework.security.web.authentication.logout.LogoutFilter@7f1e0c25, com.freebe.code.web.filter.JWTAuthenticationFilter@6f4e7a46, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4184d816, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7daa5787, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7198477, org.springframework.security.web.session.SessionManagementFilter@386ff1e8, org.springframework.security.web.access.ExceptionTranslationFilter@6105407, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5c615cb8] -- 
2024-08-16 23:16:13.195 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 23:16:13.198 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-16 23:16:13.571 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.679 seconds (JVM running for 3391.169) -- 
2024-08-16 23:16:13.583 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-16 23:16:14.628 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-16 23:16:14.632 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-16 23:16:14.634 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 1 ms -- 
2024-08-16 23:22:28.201 [Thread-36] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 23:22:28.207 [Thread-36] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-9 - Shutdown initiated... -- 
2024-08-16 23:22:28.245 [Thread-36] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-9 - Shutdown completed. -- 
2024-08-16 23:22:29.035 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 58828 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-16 23:22:29.040 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-16 23:22:29.346 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-16 23:22:29.393 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 45 ms. Found 17 JPA repository interfaces. -- 
2024-08-16 23:22:29.563 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-16 23:22:29.566 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 23:22:29.566 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-16 23:22:29.567 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-16 23:22:29.575 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-16 23:22:29.575 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 519 ms -- 
2024-08-16 23:22:29.618 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-10 - Starting... -- 
2024-08-16 23:22:29.710 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-10 - Start completed. -- 
2024-08-16 23:22:30.058 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 23:22:30.710 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@4920763 -- 
2024-08-16 23:22:30.742 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-16 23:22:30.924 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-16 23:22:30.964 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-16 23:22:31.001 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 6a45e86a-5150-4e52-b532-208c57eda94b
 -- 
2024-08-16 23:22:31.020 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@67909e58, org.springframework.security.web.context.SecurityContextPersistenceFilter@5bc9c0ee, org.springframework.security.web.header.HeaderWriterFilter@15933df5, org.springframework.web.filter.CorsFilter@372d37f6, org.springframework.security.web.authentication.logout.LogoutFilter@5c048bda, com.freebe.code.web.filter.JWTAuthenticationFilter@529aceb4, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3167c97e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3d172632, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3d06057f, org.springframework.security.web.session.SessionManagementFilter@643201de, org.springframework.security.web.access.ExceptionTranslationFilter@4735be2f, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@12beed9a] -- 
2024-08-16 23:22:31.049 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 23:22:31.054 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-16 23:22:31.499 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.882 seconds (JVM running for 3769.093) -- 
2024-08-16 23:22:31.511 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-16 23:23:11.899 [Thread-40] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 23:23:11.904 [Thread-40] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-10 - Shutdown initiated... -- 
2024-08-16 23:23:11.940 [Thread-40] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-10 - Shutdown completed. -- 
2024-08-16 23:23:12.479 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 58828 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-16 23:23:12.483 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-16 23:23:12.773 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-16 23:23:12.822 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 45 ms. Found 17 JPA repository interfaces. -- 
2024-08-16 23:23:12.993 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-16 23:23:12.996 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 23:23:12.997 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-16 23:23:12.997 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-16 23:23:13.005 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-16 23:23:13.005 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 507 ms -- 
2024-08-16 23:23:13.056 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-11 - Starting... -- 
2024-08-16 23:23:13.146 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-11 - Start completed. -- 
2024-08-16 23:23:13.512 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 23:23:13.971 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@6f8e0da7 -- 
2024-08-16 23:23:14.000 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-16 23:23:14.084 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-16 23:23:14.098 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-16 23:23:14.110 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: fd807087-63df-4b34-b528-01165b533983
 -- 
2024-08-16 23:23:14.117 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7ea6122f, org.springframework.security.web.context.SecurityContextPersistenceFilter@7f4386a1, org.springframework.security.web.header.HeaderWriterFilter@5ea3873c, org.springframework.web.filter.CorsFilter@6d70bfb0, org.springframework.security.web.authentication.logout.LogoutFilter@6714c78c, com.freebe.code.web.filter.JWTAuthenticationFilter@6f763e6c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@66e10ab8, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@24b9fb3f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7ab2939b, org.springframework.security.web.session.SessionManagementFilter@761ac043, org.springframework.security.web.access.ExceptionTranslationFilter@52396059, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@38c7486a] -- 
2024-08-16 23:23:14.133 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 23:23:14.135 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-16 23:23:14.502 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.198 seconds (JVM running for 3812.097) -- 
2024-08-16 23:23:14.511 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-16 23:23:29.076 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-16 23:23:29.081 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-16 23:23:29.085 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 2 ms -- 
2024-08-16 23:24:20.081 [Thread-44] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 23:24:20.088 [Thread-44] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-11 - Shutdown initiated... -- 
2024-08-16 23:24:20.124 [Thread-44] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-11 - Shutdown completed. -- 
2024-08-16 23:24:20.669 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 58828 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-16 23:24:20.674 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-16 23:24:21.026 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-16 23:24:21.083 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 54 ms. Found 17 JPA repository interfaces. -- 
2024-08-16 23:24:21.301 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-16 23:24:21.305 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 23:24:21.306 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-16 23:24:21.306 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-16 23:24:21.318 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-16 23:24:21.318 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 624 ms -- 
2024-08-16 23:24:21.370 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-12 - Starting... -- 
2024-08-16 23:24:21.467 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-12 - Start completed. -- 
2024-08-16 23:24:21.772 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 23:24:22.351 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@75e037a6 -- 
2024-08-16 23:24:22.378 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-16 23:24:22.523 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-16 23:24:22.536 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-16 23:24:22.551 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 8a90fb4b-c2d1-4697-b384-e11a028cb686
 -- 
